Tải ảnh hoặc mở camera,output,timestamp
.gradio\flagged\Tải ảnh hoặc mở camera\72972a0025ea9026aa1d\image4_09fff3247e.png,Hình dạng nhận dạng được: rectangle,2025-11-12 23:38:03.389943
